run_id,breakout_days,ma_days,atr_days,atr_mult,max_hold_days,trades,long_trades,short_trades,win_rate,avg_return,median_return,total_return_sum,profit_factor,best_trade,worst_trade,final_equity,total_equity_return,max_drawdown,score
49,20,200,14,1.5,20,145,105,40,0.42069,0.00086758,-0.00106045,0.1257985,1.245663,0.04972468,-0.01666219,103753.77,0.03753774,-0.03478874,0.0236051
50,20,200,14,1.5,40,143,103,40,0.41958,0.0008865,-0.00106045,0.12676951,1.248488,0.04972468,-0.01666219,103783.9,0.037839,-0.03809257,0.02207546
51,20,200,14,1.5,60,143,103,40,0.41958,0.0008865,-0.00106045,0.12676951,1.248488,0.04972468,-0.01666219,103783.9,0.037839,-0.03809257,0.02207546
52,20,200,14,1.5,90,143,103,40,0.41958,0.0008865,-0.00106045,0.12676951,1.248488,0.04972468,-0.01666219,103783.9,0.037839,-0.03809257,0.02207546
33,20,150,14,1.5,20,150,108,42,0.413333,0.00068914,-0.00185399,0.10337054,1.186077,0.04972468,-0.01666219,103054.26,0.03054261,-0.03928009,0.01248765
34,20,150,14,1.5,40,148,106,42,0.412162,0.00070501,-0.00189607,0.10434155,1.188474,0.04972468,-0.01666219,103084.18,0.03084184,-0.04256855,0.0109408
35,20,150,14,1.5,60,148,106,42,0.412162,0.00070501,-0.00189607,0.10434155,1.188474,0.04972468,-0.01666219,103084.18,0.03084184,-0.04256855,0.0109408
36,20,150,14,1.5,90,148,106,42,0.412162,0.00070501,-0.00189607,0.10434155,1.188474,0.04972468,-0.01666219,103084.18,0.03084184,-0.04256855,0.0109408
177,60,200,14,1.5,20,102,74,28,0.372549,0.00053406,-0.00229097,0.05447362,1.125257,0.04972468,-0.01666219,101567.66,0.01567655,-0.03414255,-0.00053653
178,60,200,14,1.5,40,100,72,28,0.37,0.00053407,-0.00241381,0.05340749,1.123348,0.04972468,-0.01666219,101535.56,0.01535559,-0.03744859,-0.00284096
179,60,200,14,1.5,60,100,72,28,0.37,0.00053407,-0.00241381,0.05340749,1.123348,0.04972468,-0.01666219,101535.56,0.01535559,-0.03744859,-0.00284096
180,60,200,14,1.5,90,100,72,28,0.37,0.00053407,-0.00241381,0.05340749,1.123348,0.04972468,-0.01666219,101535.56,0.01535559,-0.03744859,-0.00284096
161,60,150,14,1.5,20,107,78,29,0.35514,0.00036791,-0.00235321,0.03936672,1.087481,0.04972468,-0.01666219,101108.06,0.01108062,-0.03280453,-0.00565879
162,60,150,14,1.5,40,105,76,29,0.352381,0.00036477,-0.00247442,0.03830059,1.085476,0.04972468,-0.01666219,101076.11,0.01076111,-0.03611515,-0.00798984
163,60,150,14,1.5,60,105,76,29,0.352381,0.00036477,-0.00247442,0.03830059,1.085476,0.04972468,-0.01666219,101076.11,0.01076111,-0.03611515,-0.00798984
164,60,150,14,1.5,90,105,76,29,0.352381,0.00036477,-0.00247442,0.03830059,1.085476,0.04972468,-0.01666219,101076.11,0.01076111,-0.03611515,-0.00798984
113,40,200,14,1.5,20,112,82,30,0.375,0.00034499,-0.00241381,0.03863872,1.080674,0.04972468,-0.01666219,101083.62,0.01083616,-0.03662259,-0.00837749
97,40,150,14,1.5,20,117,85,32,0.367521,0.0002793,-0.00235321,0.03267772,1.06628,0.04972468,-0.01666219,100902.41,0.00902411,-0.03527535,-0.00990673
114,40,200,14,1.5,40,110,80,30,0.372727,0.00034157,-0.00250573,0.03757259,1.078763,0.04972468,-0.01666219,101051.67,0.01051673,-0.03992014,-0.0107028
115,40,200,14,1.5,60,110,80,30,0.372727,0.00034157,-0.00250573,0.03757259,1.078763,0.04972468,-0.01666219,101051.67,0.01051673,-0.03992014,-0.0107028
116,40,200,14,1.5,90,110,80,30,0.372727,0.00034157,-0.00250573,0.03757259,1.078763,0.04972468,-0.01666219,101051.67,0.01051673,-0.03992014,-0.0107028
98,40,150,14,1.5,40,115,83,32,0.365217,0.00027488,-0.00247442,0.03161159,1.064367,0.04972468,-0.01666219,100870.52,0.00870525,-0.03857751,-0.01224219
99,40,150,14,1.5,60,115,83,32,0.365217,0.00027488,-0.00247442,0.03161159,1.064367,0.04972468,-0.01666219,100870.52,0.00870525,-0.03857751,-0.01224219
100,40,150,14,1.5,90,115,83,32,0.365217,0.00027488,-0.00247442,0.03161159,1.064367,0.04972468,-0.01666219,100870.52,0.00870525,-0.03857751,-0.01224219
53,20,200,14,2.0,20,134,97,37,0.380597,0.00032225,-0.00302171,0.04318212,1.066118,0.0470376,-0.02063638,101192.75,0.01192746,-0.05715567,-0.01978791
129,60,50,14,1.5,20,111,81,30,0.351351,8.513e-05,-0.00298035,0.00944895,1.018856,0.04972468,-0.01666219,100200.42,0.00200417,-0.04002843,-0.02133188
2,20,50,14,1.5,40,183,122,61,0.371585,0.00013692,-0.00267985,0.0250565,1.031464,0.06388862,-0.01999482,100615.51,0.00615512,-0.04772886,-0.02138683
3,20,50,14,1.5,60,183,122,61,0.371585,0.00013692,-0.00267985,0.0250565,1.031464,0.06388862,-0.01999482,100615.51,0.00615512,-0.04772886,-0.02138683
4,20,50,14,1.5,90,183,122,61,0.371585,0.00013692,-0.00267985,0.0250565,1.031464,0.06388862,-0.01999482,100615.51,0.00615512,-0.04772886,-0.02138683
1,20,50,14,1.5,20,185,124,61,0.372973,0.00010029,-0.00259944,0.01855292,1.023241,0.06388862,-0.01999482,100421.6,0.00421603,-0.04445813,-0.02165657
54,20,200,14,2.0,40,128,91,37,0.382812,0.00025028,-0.00289088,0.03203557,1.05155,0.04017299,-0.02063638,100863.14,0.00863141,-0.05615483,-0.02305927
55,20,200,14,2.0,60,128,91,37,0.382812,0.00025028,-0.00289088,0.03203557,1.05155,0.04017299,-0.02063638,100863.14,0.00863141,-0.05615483,-0.02305927
56,20,200,14,2.0,90,128,91,37,0.382812,0.00025028,-0.00289088,0.03203557,1.05155,0.04017299,-0.02063638,100863.14,0.00863141,-0.05615483,-0.02305927
145,60,100,14,1.5,20,109,80,29,0.348624,2.32e-05,-0.00298035,0.00252898,1.005195,0.04972468,-0.01666219,99995.35,-4.651e-05,-0.04002843,-0.02387795
130,60,50,14,1.5,40,109,79,30,0.348624,2.901e-05,-0.00301111,0.00316207,1.006334,0.04972468,-0.01666219,100012.86,0.00012858,-0.04331432,-0.02562794
131,60,50,14,1.5,60,109,79,30,0.348624,2.901e-05,-0.00301111,0.00316207,1.006334,0.04972468,-0.01666219,100012.86,0.00012858,-0.04331432,-0.02562794
132,60,50,14,1.5,90,109,79,30,0.348624,2.901e-05,-0.00301111,0.00316207,1.006334,0.04972468,-0.01666219,100012.86,0.00012858,-0.04331432,-0.02562794
146,60,100,14,1.5,40,107,78,29,0.345794,1.367e-05,-0.00301111,0.00146285,1.003017,0.04972468,-0.01666219,99963.75,-0.0003625,-0.04331432,-0.02624172
147,60,100,14,1.5,60,107,78,29,0.345794,1.367e-05,-0.00301111,0.00146285,1.003017,0.04972468,-0.01666219,99963.75,-0.0003625,-0.04331432,-0.02624172
148,60,100,14,1.5,90,107,78,29,0.345794,1.367e-05,-0.00301111,0.00146285,1.003017,0.04972468,-0.01666219,99963.75,-0.0003625,-0.04331432,-0.02624172
17,20,100,14,1.5,20,162,117,45,0.376543,0.00013832,-0.00235004,0.02240782,1.0348,0.04972468,-0.01666219,100576.55,0.00576547,-0.05674821,-0.0271769
21,20,100,14,2.0,20,149,107,42,0.375839,0.00013857,-0.00379393,0.02064754,1.02734,0.0470376,-0.02063638,100498.05,0.00498047,-0.05570863,-0.02733612
22,20,100,14,2.0,40,142,100,42,0.373239,0.00010803,-0.00339843,0.01534,1.021275,0.05120692,-0.02063638,100339.9,0.003399,-0.05352508,-0.02785182
18,20,100,14,1.5,40,160,115,45,0.375,0.00014612,-0.00241381,0.02337884,1.036416,0.04972468,-0.01666219,100605.75,0.0060575,-0.05997688,-0.02875968
19,20,100,14,1.5,60,160,115,45,0.375,0.00014612,-0.00241381,0.02337884,1.036416,0.04972468,-0.01666219,100605.75,0.0060575,-0.05997688,-0.02875968
20,20,100,14,1.5,90,160,115,45,0.375,0.00014612,-0.00241381,0.02337884,1.036416,0.04972468,-0.01666219,100605.75,0.0060575,-0.05997688,-0.02875968
23,20,100,14,2.0,60,142,100,42,0.373239,7.86e-05,-0.00339843,0.01116104,1.015479,0.04702795,-0.02063638,100216.01,0.00216008,-0.05468366,-0.03002132
24,20,100,14,2.0,90,142,100,42,0.373239,7.86e-05,-0.00339843,0.01116104,1.015479,0.04702795,-0.02063638,100216.01,0.00216008,-0.05468366,-0.03002132
65,40,50,14,1.5,20,129,92,37,0.379845,-3.56e-05,-0.00315163,-0.00459239,0.992143,0.04972468,-0.01666219,99772.04,-0.00227964,-0.04840437,-0.03160706
37,20,150,14,2.0,20,139,100,39,0.381295,0.0001115,-0.00351913,0.01549824,1.022033,0.0470376,-0.02003647,100351.08,0.00351079,-0.06327646,-0.0335631
66,40,50,14,1.5,40,127,90,37,0.377953,-8.566e-05,-0.0033897,-0.01087927,0.981326,0.04972468,-0.01666219,99585.28,-0.00414722,-0.05166159,-0.03582949
67,40,50,14,1.5,60,127,90,37,0.377953,-8.566e-05,-0.0033897,-0.01087927,0.981326,0.04972468,-0.01666219,99585.28,-0.00414722,-0.05166159,-0.03582949
68,40,50,14,1.5,90,127,90,37,0.377953,-8.566e-05,-0.0033897,-0.01087927,0.981326,0.04972468,-0.01666219,99585.28,-0.00414722,-0.05166159,-0.03582949
6,20,50,14,2.0,40,164,106,58,0.341463,-0.00013665,-0.00381475,-0.02241115,0.975185,0.05432673,-0.02716325,99169.38,-0.00830619,-0.0442846,-0.03597018
38,20,150,14,2.0,40,133,94,39,0.383459,4.363e-05,-0.00327772,0.00580276,1.008638,0.04017299,-0.02003647,100067.06,0.0006706,-0.06228212,-0.03634963
39,20,150,14,2.0,60,133,94,39,0.383459,4.363e-05,-0.00327772,0.00580276,1.008638,0.04017299,-0.02003647,100067.06,0.0006706,-0.06228212,-0.03634963
40,20,150,14,2.0,90,133,94,39,0.383459,4.363e-05,-0.00327772,0.00580276,1.008638,0.04017299,-0.02003647,100067.06,0.0006706,-0.06228212,-0.03634963
7,20,50,14,2.0,60,164,106,58,0.341463,-0.00016213,-0.00381475,-0.02659011,0.970558,0.05432673,-0.02716325,99046.93,-0.00953066,-0.04546464,-0.03810652
8,20,50,14,2.0,90,164,106,58,0.341463,-0.00016213,-0.00381475,-0.02659011,0.970558,0.05432673,-0.02716325,99046.93,-0.00953066,-0.04546464,-0.03810652
181,60,200,14,2.0,20,94,69,25,0.319149,-0.00018329,-0.00465229,-0.01722882,0.968362,0.0470376,-0.02063638,99393.12,-0.00606877,-0.05822215,-0.04246834
81,40,100,14,1.5,20,126,90,36,0.349206,-0.00020496,-0.00343723,-0.02582449,0.95495,0.04972468,-0.01666219,99141.57,-0.00858428,-0.05472846,-0.043061
182,60,200,14,2.0,40,89,64,25,0.314607,-0.000283,-0.005033,-0.02518712,0.95205,0.04017299,-0.02063638,99161.28,-0.00838716,-0.05454227,-0.04337653
183,60,200,14,2.0,60,89,64,25,0.314607,-0.000283,-0.005033,-0.02518712,0.95205,0.04017299,-0.02063638,99161.28,-0.00838716,-0.05454227,-0.04337653
184,60,200,14,2.0,90,89,64,25,0.314607,-0.000283,-0.005033,-0.02518712,0.95205,0.04017299,-0.02063638,99161.28,-0.00838716,-0.05454227,-0.04337653
59,20,200,14,2.5,60,118,86,32,0.330508,-2.371e-05,-0.00396827,-0.00279757,0.995979,0.07829829,-0.02982283,99767.79,-0.0023221,-0.07000741,-0.04451622
165,60,150,14,2.0,20,98,72,26,0.306122,-0.00027284,-0.00465229,-0.0267387,0.952136,0.0470376,-0.02021026,99108.54,-0.00891463,-0.05579154,-0.04457231
166,60,150,14,2.0,40,93,67,26,0.301075,-0.00035748,-0.005033,-0.03324594,0.93836,0.04017299,-0.02021026,98919.72,-0.01080284,-0.05210217,-0.04492401
167,60,150,14,2.0,60,93,67,26,0.301075,-0.00035748,-0.005033,-0.03324594,0.93836,0.04017299,-0.02021026,98919.72,-0.01080284,-0.05210217,-0.04492401
168,60,150,14,2.0,90,93,67,26,0.301075,-0.00035748,-0.005033,-0.03324594,0.93836,0.04017299,-0.02021026,98919.72,-0.01080284,-0.05210217,-0.04492401
82,40,100,14,1.5,40,124,88,36,0.346774,-0.00021686,-0.0035252,-0.02689062,0.952933,0.04972468,-0.01666219,99110.24,-0.00889757,-0.05796403,-0.04541087
83,40,100,14,1.5,60,124,88,36,0.346774,-0.00021686,-0.0035252,-0.02689062,0.952933,0.04972468,-0.01666219,99110.24,-0.00889757,-0.05796403,-0.04541087
84,40,100,14,1.5,90,124,88,36,0.346774,-0.00021686,-0.0035252,-0.02689062,0.952933,0.04972468,-0.01666219,99110.24,-0.00889757,-0.05796403,-0.04541087
11,20,50,14,2.5,60,150,100,50,0.32,-0.00026845,-0.00550131,-0.0402678,0.9584,0.07829829,-0.0299538,98598.48,-0.01401516,-0.0545236,-0.04887693
63,20,200,14,3.0,60,109,79,30,0.321101,-6.82e-06,-0.00490819,-0.00074366,0.999069,0.07829829,-0.0396092,99780.5,-0.00219501,-0.07891253,-0.04959711
5,20,50,14,2.0,20,172,114,58,0.343023,-0.00028003,-0.00386062,-0.04816521,0.949636,0.05432673,-0.02716325,98404.58,-0.01595416,-0.0547651,-0.05105346
69,40,50,14,2.0,20,119,85,34,0.327731,-0.00036097,-0.00457904,-0.04295498,0.93691,0.0470376,-0.02063638,98613.11,-0.01386885,-0.05927348,-0.05232067
60,20,200,14,2.5,90,118,86,32,0.330508,-0.00024527,-0.00396827,-0.02894192,0.958402,0.06201174,-0.02982283,99003.77,-0.00996231,-0.07000741,-0.05392892
70,40,50,14,2.0,40,113,79,34,0.327434,-0.00050809,-0.00472554,-0.05741406,0.912362,0.04017299,-0.02063638,98193.03,-0.01806972,-0.05534739,-0.05534287
71,40,50,14,2.0,60,113,79,34,0.327434,-0.00050809,-0.00472554,-0.05741406,0.912362,0.04017299,-0.02063638,98193.03,-0.01806972,-0.05534739,-0.05534287
72,40,50,14,2.0,90,113,79,34,0.327434,-0.00050809,-0.00472554,-0.05741406,0.912362,0.04017299,-0.02063638,98193.03,-0.01806972,-0.05534739,-0.05534287
101,40,150,14,2.0,20,108,79,29,0.324074,-0.00048468,-0.00455295,-0.05234537,0.913512,0.0470376,-0.02021026,98347.34,-0.01652661,-0.05934606,-0.05601168
64,20,200,14,3.0,90,108,78,30,0.324074,-0.00018184,-0.0045894,-0.01963897,0.974952,0.06043654,-0.0396092,99236.08,-0.00763916,-0.07891253,-0.05644141
102,40,150,14,2.0,40,103,74,29,0.320388,-0.00057138,-0.00472554,-0.05885261,0.899561,0.04017299,-0.02021026,98159.97,-0.01840032,-0.0559322,-0.05653071
103,40,150,14,2.0,60,103,74,29,0.320388,-0.00057138,-0.00472554,-0.05885261,0.899561,0.04017299,-0.02021026,98159.97,-0.01840032,-0.0559322,-0.05653071
104,40,150,14,2.0,90,103,74,29,0.320388,-0.00057138,-0.00472554,-0.05885261,0.899561,0.04017299,-0.02021026,98159.97,-0.01840032,-0.0559322,-0.05653071
117,40,200,14,2.0,20,104,77,27,0.326923,-0.00049954,-0.00465229,-0.05195232,0.912654,0.0470376,-0.02063638,98360.36,-0.01639638,-0.06177982,-0.0574606
12,20,50,14,2.5,90,150,100,50,0.32,-0.00044275,-0.00550131,-0.06641215,0.931391,0.06201174,-0.0299538,97843.42,-0.02156582,-0.0545236,-0.05782196
118,40,200,14,2.0,40,99,72,27,0.323232,-0.00060516,-0.005033,-0.05991062,0.8959,0.04017299,-0.02063638,98130.93,-0.01869068,-0.05837479,-0.05855681
119,40,200,14,2.0,60,99,72,27,0.323232,-0.00060516,-0.005033,-0.05991062,0.8959,0.04017299,-0.02063638,98130.93,-0.01869068,-0.05837479,-0.05855681
120,40,200,14,2.0,90,99,72,27,0.323232,-0.00060516,-0.005033,-0.05991062,0.8959,0.04017299,-0.02063638,98130.93,-0.01869068,-0.05837479,-0.05855681
187,60,200,14,2.5,60,83,61,22,0.325301,-0.00059156,-0.00564573,-0.04909969,0.913862,0.07829829,-0.02982283,98427.33,-0.01572666,-0.06564862,-0.05984833
75,40,50,14,2.5,60,102,72,30,0.333333,-0.00046978,-0.00553276,-0.04791755,0.933799,0.07829829,-0.02982283,98423.73,-0.01576267,-0.06769043,-0.06013517
57,20,200,14,2.5,20,132,96,36,0.356061,-0.00040217,-0.0041622,-0.05308602,0.934,0.05224107,-0.02982283,98284.64,-0.01715355,-0.06659147,-0.06032577
86,40,100,14,2.0,40,110,77,33,0.327273,-0.00058128,-0.00483498,-0.06394114,0.899847,0.04017299,-0.02063638,98003.39,-0.0199661,-0.06078262,-0.06108594
87,40,100,14,2.0,60,110,77,33,0.327273,-0.00058128,-0.00483498,-0.06394114,0.899847,0.04017299,-0.02063638,98003.39,-0.0199661,-0.06078262,-0.06108594
