wf_id,pair,side,signal_date,entry_date,exit_date,exit_time,entry_price,exit_price,initial_stop,final_stop,exit_reason,bar_hold_days,calendar_hold_days,gross_return,spread_cost_pct,net_return,win,signal_close,signal_ma,signal_atr,signal_prev_high,signal_prev_low,breakout_days,ma_days,atr_days,atr_mult,max_hold_days
1,USDJPY=X,LONG,2021-02-05,2021-02-08,2021-02-09,1612828800,105.39700317382812,105.02219826834542,104.7597157069615,105.02219826834542,ATR_STOP,2,1,-0.00355612488207611,5.692761482130929e-05,-0.0036130524968974193,False,105.5719985961914,104.39411987304688,0.5310728890555245,105.49099731445312,103.32599639892578,20,100,14,1.2,20
1,USDJPY=X,LONG,2021-02-17,2021-02-18,2021-02-22,1613952000,105.85600280761719,105.2018561226981,105.10763113839286,105.2018561226981,ATR_STOP,3,4,-0.00617958989163733,5.6680772378156075e-05,-0.006236270664015486,False,106.10299682617188,104.38830978393554,0.623643057686942,105.86799621582031,103.32599639892578,20,100,14,1.2,20
1,USDJPY=X,LONG,2021-02-26,2021-03-01,2021-03-23,1616457600,106.4739990234375,108.55208740234374,105.59482792445591,108.55208740234374,ATR_STOP,17,22,0.019517331911698056,5.635178592925072e-05,0.019460980125768804,True,106.37899780273438,104.38613983154296,0.732642582484654,106.28600311279297,104.28900146484375,20,100,14,1.2,20
1,USDJPY=X,LONG,2021-03-30,2021-03-31,2021-04-05,1617580800,110.29299926757812,110.26103166852678,109.60694165910994,110.26103166852678,ATR_STOP,4,5,-0.0002898425037276048,5.440055162017675e-05,-0.0003442430553477815,False,109.83599853515625,105.19403984069824,0.5717146737234933,109.83399963378906,106.68800354003906,20,100,14,1.2,20
1,USDJPY=X,LONG,2021-06-17,2021-06-18,2021-06-21,1624233600,110.30799865722656,109.75285535539899,109.608226449149,109.75285535539899,ATR_STOP,2,3,-0.005032665886293835,5.439315437717738e-05,-0.005087059040671012,False,110.7699966430664,108.26583969116211,0.5831435067313058,110.322998046875,108.5790023803711,20,100,14,1.2,20
1,USDJPY=X,LONG,2021-07-01,2021-07-02,2021-07-05,1625443200,111.58399963378906,110.94465441022601,110.86785518101283,110.94465441022601,ATR_STOP,2,3,-0.005729721336942047,5.377115016213421e-05,-0.005783492487104181,False,111.1240005493164,108.83901969909668,0.5967870439801898,111.09500122070312,109.18499755859375,20,100,14,1.2,20
1,GBPUSD=X,SHORT,2021-07-02,2021-07-05,2021-07-09,1625788800,1.3829345703125,1.3851480177470616,1.3949908699308122,1.3851480177470616,ATR_STOP,5,4,-0.0016005438594694137,8.677200105922853e-05,-0.0016873158605286423,False,1.3759511709213257,1.3954074501991272,0.010046916348593575,1.420051097869873,1.3763866424560547,20,100,14,1.2,20
1,GBPUSD=X,SHORT,2021-08-20,2021-08-23,2021-08-24,1629763200,1.36284339427948,1.372339517729623,1.372339517729623,1.372339517729623,ATR_STOP,2,1,-0.0069678757588750246,8.805120273077499e-05,-0.0070559269616058,False,1.3630849123001099,1.3927634513378144,0.007913436208452498,1.3984057903289795,1.365411400794983,20,100,14,1.2,20
1,GBPUSD=X,SHORT,2021-09-23,2021-09-24,2021-10-01,1633046400,1.3721938133239746,1.35549841267722,1.383183993612017,1.35549841267722,ATR_STOP,6,7,0.012166940620663464,8.745120320089071e-05,0.012079489417462574,True,1.3617113828659058,1.3906162118911742,0.009158483573368617,1.3913236856460571,1.3617855310440063,20,100,14,1.2,20
1,USDJPY=X,LONG,2021-09-27,2021-09-28,2021-10-01,1633046400,110.96199798583984,111.19920131138393,110.1610835484096,111.19920131138393,ATR_STOP,4,3,0.0021376987603842264,5.407256636425811e-05,0.0020836261940199684,True,110.76399993896484,109.90976943969727,0.667428697858538,110.73899841308594,109.11399841308594,20,100,14,1.2,20
1,USDJPY=X,LONG,2021-10-11,2021-10-12,2021-10-21,1634774400,113.41100311279297,113.7297127859933,112.4177461896624,113.7297127859933,ATR_STOP,8,9,0.002810218272060942,5.290491958732344e-05,0.002757313352473619,True,112.2699966430664,110.14299942016602,0.827714102608817,112.177001953125,109.11399841308594,20,100,14,1.2,20
1,GBPUSD=X,SHORT,2021-11-11,2021-11-12,2021-11-18,1637193600,1.3367197513580322,1.3502204656600951,1.3513657467705862,1.3502204656600951,ATR_STOP,5,6,-0.010099883904870061,8.977199587130117e-05,-0.010189655900741362,False,1.3412736654281616,1.3748747718334198,0.012204996177128382,1.383399486541748,1.342588186264038,20,100,14,1.2,20
1,USDJPY=X,LONG,2021-11-17,2021-11-18,2021-11-26,1637884800,114.20999908447266,114.54514334542411,113.3328879220145,114.54514334542411,ATR_STOP,7,8,0.0029344563841872616,5.253480472898214e-05,0.0028819215794582795,True,114.90399932861328,111.20730972290039,0.7309259687151227,114.68499755859375,112.73100280761719,20,100,14,1.2,20
2,GBPUSD=X,SHORT,2022-03-14,2022-03-15,2022-03-17,1647475200,1.3010838031768799,1.3155524662562779,1.3181612185069493,1.3155524662562779,ATR_STOP,3,2,-0.011120469753039415,9.223079997383246e-05,-0.011212700553013247,False,1.3050298690795898,1.3539353823661804,0.014231179441724504,1.3640704154968262,1.3052444458007812,20,150,14,1.2,20
2,USDJPY=X,LONG,2022-03-14,2022-03-15,2022-03-29,1648512000,118.21800231933594,123.64225725446428,117.16337432861329,123.64225725446428,ATR_STOP,11,14,0.04588349345031307,5.0753691335373124e-05,0.0458327397589777,True,117.52899932861328,113.38758005777994,0.8788566589355469,117.16400146484375,114.41400146484375,20,150,14,1.2,20
2,USDJPY=X,LONG,2022-04-19,2022-04-20,2022-04-20,1650412800,129.33299255371094,127.8773923601423,127.8773923601423,127.8773923601423,ATR_STOP,1,0,-0.01125467032678567,4.639187481499161e-05,-0.01130106220160066,False,127.0979995727539,115.60216674804687,1.2130001613071986,126.79000091552734,119.59400177001953,20,150,14,1.2,20
2,USDJPY=X,LONG,2022-04-20,2022-04-21,2022-04-25,1650844800,128.01300048828125,127.53706447056362,126.51951511928013,127.53706447056362,ATR_STOP,3,4,-0.003717872527807813,4.687023956249866e-05,-0.003764742767370312,False,129.33299255371094,115.73672668457031,1.2445711408342635,128.86099243164062,120.62799835205078,20,150,14,1.2,20
2,GBPUSD=X,SHORT,2022-04-25,2022-04-26,2022-04-29,1651190400,1.2737231254577637,1.2577281883784703,1.2865306990487235,1.2577281883784703,ATR_STOP,4,3,0.012557624777005531,9.421199756962343e-05,0.012463412779435908,True,1.2830876111984253,1.3406307951609293,0.010672977992466517,1.318061351776123,1.2840760946273804,20,150,14,1.2,20
2,GBPUSD=X,SHORT,2022-05-12,2022-05-13,2022-05-17,1652745600,1.2204350233078003,1.2337711129869733,1.241626068523952,1.2337711129869733,ATR_STOP,3,4,-0.01092732462153338,9.832559514291762e-05,-0.011025650216676298,False,1.2234212160110474,1.3309505009651184,0.01765920434679304,1.3147515058517456,1.2262115478515625,20,150,14,1.2,20
2,USDJPY=X,LONG,2022-06-07,2022-06-08,2022-06-16,1655337600,132.8470001220703,133.49854496547155,131.14017333984376,133.49854496547155,ATR_STOP,7,8,0.004904475395022462,4.5164738341751985e-05,0.00485931065668071,True,132.17599487304688,119.39681340535482,1.4223556518554688,131.67599487304688,126.39199829101562,20,150,14,1.2,20
2,GBPUSD=X,SHORT,2022-08-29,2022-08-30,2022-09-09,1662681600,1.1721267700195312,1.1565674883978707,1.1900627374649049,1.1565674883978707,ATR_STOP,9,10,0.013274401728237357,0.00010237800472554725,0.013172023723511811,True,1.1694538593292236,1.2639210518201192,0.01494663953781128,1.2291958332061768,1.172003149986267,20,150,14,1.2,20
2,USDJPY=X,LONG,2022-09-01,2022-09-02,2022-09-09,1662681600,140.08099365234375,142.9521946498326,138.2502227783203,142.9521946498326,ATR_STOP,6,7,0.0204967206658646,4.2832363217603515e-05,0.020453888302646994,True,139.29600524902344,128.206099802653,1.5256423950195312,139.05599975585938,131.78599548339844,20,150,14,1.2,20
2,GBPUSD=X,SHORT,2022-09-22,2022-09-23,2022-09-27,1664236800,1.1263036727905273,1.0637237174170358,1.1433530603136335,1.0637237174170358,ATR_STOP,3,4,0.055562240348949264,0.0001065432022455261,0.05545569714670374,True,1.1255937814712524,1.2395476078987122,0.014207822935921805,1.1900086402893066,1.1306205987930298,20,150,14,1.2,20
2,USDJPY=X,LONG,2022-10-17,2022-10-18,2022-10-21,1666310400,148.9709930419922,148.70448346819197,147.72350856236048,148.70448346819197,ATR_STOP,4,3,-0.0017890031365038737,4.0276297267540606e-05,-0.0018292794337714142,False,148.6320037841797,134.19365310668945,1.0395703996930803,148.49200439453125,140.39700317382812,20,150,14,1.2,20
2,USDJPY=X,LONG,2022-10-21,2022-10-24,2022-10-25,1666656000,147.81900024414062,147.63048357282366,146.14877232142857,147.63048357282366,ATR_STOP,2,1,-0.0012753209736610543,4.0590181168119714e-05,-0.001315911154829174,False,150.17599487304688,134.95211970011394,1.3918566022600447,149.98899841308594,141.78199768066406,20,150,14,1.2,20
3,GBPUSD=X,SHORT,2023-03-08,2023-03-09,2023-03-10,1678406400,1.1849464178085327,1.1989180326461792,1.2006191832678659,1.1989180326461792,ATR_STOP,2,1,-0.01179092541879316,0.00010127040193254542,-0.011892195820725706,False,1.1827740669250488,1.191074665784836,0.013060637882777624,1.244926929473877,1.1844552755355835,60,200,14,1.2,20
3,USDJPY=X,LONG,2023-05-23,2023-05-24,2023-06-01,1685577600,138.59800720214844,139.3135999407087,136.89280875069755,139.3135999407087,ATR_STOP,7,8,0.005163081006760555,4.329066572543759e-05,0.005119790341035117,True,138.6719970703125,137.11803001403808,1.4209987095424108,138.65899658203125,129.6739959716797,60,200,14,1.2,20
3,USDJPY=X,LONG,2023-06-19,2023-06-20,2023-07-06,1688601600,141.8990020751953,143.66603480747767,140.3654035295759,143.66603480747767,ATR_STOP,13,16,0.012452749536222751,4.228359546052672e-05,0.012410465940762224,True,141.86700439453125,137.20313529968263,1.277998788016183,141.86599731445312,130.4459991455078,60,200,14,1.2,20
3,USDJPY=X,LONG,2023-08-17,2023-08-18,2023-08-23,1692748800,145.71400451660156,144.96080235072546,143.92789175851004,144.96080235072546,ATR_STOP,4,5,-0.0051690444468588444,4.1176550050248635e-05,-0.005210220996909093,False,146.33299255371094,136.4299806213379,1.4884272984095983,145.88299560546875,137.31500244140625,60,200,14,1.2,20
3,GBPUSD=X,SHORT,2023-09-15,2023-09-18,2023-09-29,1695945600,1.2397565841674805,1.2222215277808053,1.2510994366237096,1.2222215277808053,ATR_STOP,10,11,0.014143951006681123,9.679319435160106e-05,0.014047157812329522,True,1.2401869297027588,1.2434013551473617,0.009452377046857561,1.3142330646514893,1.2403408288955688,60,200,14,1.2,20
3,USDJPY=X,LONG,2023-09-21,2023-09-22,2023-09-29,1695945600,147.6439971923828,148.6204075404576,146.5771959577288,148.6204075404576,ATR_STOP,6,7,0.006613274949488795,4.0638292880826646e-05,0.006572636656607968,True,148.3209991455078,137.48009071350097,0.8890010288783482,148.16299438476562,137.31500244140625,60,200,14,1.2,20
3,GBPUSD=X,SHORT,2023-10-03,2023-10-04,2023-10-05,1696464000,1.2078461647033691,1.2161105973379953,1.2194478579929897,1.2161105973379953,ATR_STOP,2,1,-0.006842289089567799,9.935040032972278e-05,-0.006941639489897522,False,1.209116816520691,1.2437936973571777,0.009668077741350447,1.3142330646514893,1.2116365432739258,60,200,14,1.2,20
4,USDJPY=X,LONG,2024-03-20,2024-03-21,2024-04-05,1712275200,150.75999450683594,150.90103323800224,148.99530901227678,150.90103323800224,ATR_STOP,12,15,0.0009355182827358703,3.979835645143872e-05,0.0008957199262844315,True,151.03500366210938,146.4475154876709,1.4705712454659599,150.83900451660156,140.2899932861328,60,200,14,1.2,20
4,USDJPY=X,LONG,2024-04-11,2024-04-12,2024-04-19,1713484800,153.19200134277344,153.8639142717634,152.43445608956472,153.8639142717634,ATR_STOP,6,7,0.004386083627738078,3.9166535768239965e-05,0.0043469170919698385,True,152.96400451660156,147.13252014160156,0.6312877110072544,152.92599487304688,145.92100524902344,60,200,14,1.2,20
4,GBPUSD=X,SHORT,2024-04-22,2024-04-23,2024-04-24,1713916800,1.235010027885437,1.2453520740781512,1.2467312404087612,1.2453520740781512,ATR_STOP,2,1,-0.008374058476611438,9.716520294613473e-05,-0.008471223679557573,False,1.2375777959823608,1.2569956743717194,0.009767677102770125,1.2890584468841553,1.2392034530639648,60,200,14,1.2,20
4,USDJPY=X,LONG,2024-04-23,2024-04-24,2024-04-29,1714348800,154.74400329589844,156.53920070103237,153.7894025530134,156.53920070103237,ATR_STOP,4,5,0.011601078987863538,3.8773715764138e-05,0.0115623052720994,True,154.81300354003906,147.69456008911132,0.7955006190708706,154.78399658203125,145.92100524902344,60,200,14,1.2,20
4,USDJPY=X,LONG,2024-04-29,2024-04-30,2024-05-02,1714608000,156.31399536132812,156.342966570173,154.7532239641462,156.342966570173,ATR_STOP,3,2,0.00018533982691630886,3.838427893887992e-05,0.00014695554797742894,True,158.2239990234375,148.01248512268066,1.300642830984933,157.66600036621094,146.4949951171875,60,200,14,1.2,20
4,USDJPY=X,LONG,2024-11-14,2024-11-15,2024-11-18,1731888000,156.46800231933594,154.73343113490515,154.46666085379465,154.73343113490515,ATR_STOP,2,3,-0.011085788523654189,3.8346498396231744e-05,-0.01112413502205042,False,155.4290008544922,151.76461471557616,1.6677845546177454,155.29200744628906,139.5780029296875,60,200,14,1.2,20
5,USDJPY=X,LONG,2025-07-31,2025-08-01,2025-08-01,1754006400,150.77200317382812,149.0169189453125,149.0169189453125,149.0169189453125,ATR_STOP,1,0,-0.011640650728054208,3.979518659762368e-05,-0.011680445914651831,False,149.2259979248047,148.3787602742513,1.4625701904296875,149.16700744628906,142.13099670410156,60,150,14,1.2,20
5,USDJPY=X,LONG,2025-08-01,2025-08-04,2025-08-04,1754265600,147.34300231933594,147.34300231933594,145.43243277413504,145.43243277413504,MA_EXIT,1,0,0.0,4.072130949928808e-05,-4.072130949928808e-05,False,150.77200317382812,148.33727366129557,1.5921412876674108,150.62600708007812,142.13099670410156,60,150,14,1.2,20
5,USDJPY=X,LONG,2025-10-08,2025-10-09,2025-10-15,1760486400,152.67999267578125,151.34000592912946,150.79119437081474,151.34000592912946,ATR_STOP,5,6,-0.008776439683863983,3.929787979975287e-05,-0.008815737563663736,False,152.05099487304688,146.48180043538412,1.5739985874720983,151.1999969482422,145.8560028076172,60,150,14,1.2,20
5,GBPUSD=X,SHORT,2025-10-30,2025-10-31,2025-11-06,1762387200,1.3160146474838257,1.3118616989680698,1.3267601081303189,1.3118616989680698,ATR_STOP,5,6,0.0031557008303031925,9.118439542404473e-05,0.0030645164348791477,True,1.3195397853851318,1.341702257792155,0.008954550538744246,1.3670727014541626,1.3197661638259888,60,150,14,1.2,20
5,USDJPY=X,LONG,2025-11-19,2025-11-20,2025-11-21,1763683200,156.99200439453125,156.52122279575892,155.68494655064174,156.52122279575892,ATR_STOP,2,1,-0.002998761628580959,3.821850687963449e-05,-0.0030369801354605936,False,155.54800415039062,147.64288024902345,1.089214869907924,155.4949951171875,146.2169952392578,60,150,14,1.2,20
6,USDJPY=X,LONG,2026-03-19,2026-03-20,2026-03-31,1774915200,157.9149932861328,158.9325208391462,156.52479378836495,158.9325208391462,ATR_STOP,8,11,0.006443514525373114,3.799512557448138e-05,0.006405519399798633,True,159.7949981689453,151.88097457885743,1.1584995814732142,159.63099670410156,152.2779998779297,60,200,14,1.2,20
6,GBPUSD=X,SHORT,2026-03-31,2026-04-01,2026-04-08,1775606400,1.3240998983383179,1.3330055441175188,1.3385346685137067,1.3330055441175188,ATR_STOP,6,7,-0.0067258110890100545,9.062760306121484e-05,-0.006816438692071269,False,1.3172800540924072,1.342962441444397,0.012028975146157401,1.3846771717071533,1.3175925016403198,60,200,14,1.2,20
